     z                                 Umean                      Ruu                      Ruv                        Ruw                      Rvu                        Rvv                      Rvw                    Rwu                       Rwv                  Rww
1.152978914208979411e-01 1.633390045769500531e+01 3.959385170473520787e+00 4.121694845723340717e-04 8.801304510188470154e-01 4.121694845723340717e-04 1.911952969084394161e+00 5.793597080083600769e-05 -8.801304510188470154e-01 5.793597080083600769e-05 1.165299441646251877e+00
1.154999788932102450e-01 1.620030910809083480e+01 4.014679548447768198e+00 4.838772455786057524e-04 8.840676272390589618e-01 4.838772455786057524e-04 1.938606491444716973e+00 3.499077314119528634e-05 -8.840676272390589618e-01 3.499077314119528634e-05 1.165580931573937384e+00
1.156949891696094496e-01 1.606473889651607934e+01 4.075022164382319900e+00 5.208407168401019876e-04 8.877087757748689523e-01 5.208407168401019876e-04 1.964893594092709694e+00 6.784641224276954377e-05 -8.877087757748689523e-01 6.784641224276954377e-05 1.164350750846489424e+00
1.158831465220867551e-01 1.592699535249040643e+01 4.141495255335809311e+00 4.495910897379414690e-04 8.910588788988721420e-01 4.495910897379414690e-04 1.990625145012198782e+00 1.386741517492545543e-04 -8.910588788988721420e-01 1.386741517492545543e-04 1.161344822283335798e+00
1.160646698274009070e-01 1.578683991553566912e+01 4.215376605218030370e+00 3.515048744047334487e-04 8.940822069448737253e-01 3.515048744047334487e-04 2.015444417720288595e+00 2.130902538099490315e-04 -8.940822069448737253e-01 2.130902538099490315e-04 1.156285728723808859e+00
1.162397725669152976e-01 1.564398422504704378e+01 4.298172375238788590e+00 3.184668626404502253e-04 8.967391164526961056e-01 3.184668626404502253e-04 2.039097089811637620e+00 2.734417206998845094e-04 -8.967391164526961056e-01 2.734417206998845094e-04 1.148863002465980943e+00
1.164086628386375166e-01 1.549807429746091181e+01 4.391450665626690508e+00 3.442984596721876725e-04 8.989930090261123441e-01 3.442984596721876725e-04 2.061358259591393516e+00 3.025552609198895143e-04 -8.989930090261123441e-01 3.025552609198895143e-04 1.138751695365505467e+00
1.165715433804019735e-01 1.534864542643292573e+01 4.496517864660564356e+00 3.557702878002902630e-04 9.007722446596259092e-01 3.557702878002902630e-04 2.081793301975922716e+00 2.941092940729553577e-04 -9.007722446596259092e-01 2.941092940729553577e-04 1.125625903037897446e+00
1.167286116031911458e-01 1.519497138452241636e+01 4.614968739548023002e+00 4.082404044842610075e-04 9.019760725760427311e-01 4.082404044842610075e-04 2.099858911450009913e+00 2.526603098601338995e-04 -9.019760725760427311e-01 2.526603098601338995e-04 1.109081013127833915e+00
1.168800596336459913e-01 1.503605687428567705e+01 4.748883231891221968e+00 4.827313577254072627e-04 9.024863415943321643e-01 4.827313577254072627e-04 2.115121979730769208e+00 2.023362976736041994e-04 -9.024863415943321643e-01 2.023362976736041994e-04 1.088648484636795644e+00
1.170260743648690732e-01 1.487109724202698757e+01 4.899663171832558284e+00 5.329550321371603330e-04 9.022211330075222691e-01 5.329550321371603330e-04 2.127325569944631845e+00 1.588370969313021748e-04 -9.022211330075222691e-01 1.588370969313021748e-04 1.064058667694174787e+00
1.171668375146769220e-01 1.469889964676718108e+01 5.068969424126871459e+00 4.669548007099081017e-04 9.010599080786227955e-01 4.669548007099081017e-04 2.136131736456822416e+00 1.264269895758303084e-04 -9.010599080786227955e-01 1.264269895758303084e-04 1.035020437355759215e+00
1.173025256905085995e-01 1.451809539756529865e+01 5.258005920086008977e+00 2.092430991093994683e-04 8.988350784307307384e-01 2.092430991093994683e-04 2.141091908069071792e+00 9.387424360951107931e-05 -8.988350784307307384e-01 9.387424360951107931e-05 1.001327882134694480e+00
1.174333104602477973e-01 1.432712410849798168e+01 5.467503439886789884e+00 -2.257210061120448058e-04 8.953553882105134143e-01 -2.257210061120448058e-04 2.141701863289258601e+00 7.079853534188884254e-05 -8.953553882105134143e-01 7.079853534188884254e-05 9.628750407347992368e-01
1.175593584282624976e-01 1.412244274092375207e+01 5.699833555290169329e+00 -7.712670837818952265e-04 8.902397548633553814e-01 -7.712670837818952265e-04 2.136945752903003815e+00 6.906564985201057256e-05 -8.902397548633553814e-01 6.906564985201057256e-05 9.191632304306687207e-01
1.176808313160135760e-01 1.390291254664888854e+01 5.952111755500744117e+00 -1.304632968225680201e-03 8.832885878778374833e-01 -1.304632968225680201e-03 2.126430927721894903e+00 7.534597232404691115e-05 -8.832885878778374833e-01 7.534597232404691115e-05 8.707362100767583879e-01
1.177978860466274702e-01 1.366639209776075781e+01 6.221893333026723205e+00 -1.807525966123256413e-03 8.742070241581624268e-01 -1.807525966123256413e-03 2.109659301765666406e+00 8.288008726578204965e-05 -8.742070241581624268e-01 8.288008726578204965e-05 8.179435834346476808e-01
1.179106748328705573e-01 1.340895652993861376e+01 6.506814757964885843e+00 -2.308393181291543139e-03 8.625048521696124793e-01 -2.308393181291543139e-03 2.085695986821122005e+00 8.876085300701725864e-05 -8.625048521696124793e-01 8.876085300701725864e-05 7.609650725235137525e-01
1.180193452680036448e-01 1.312624021348742254e+01 6.801469067619327014e+00 -2.796218953686818807e-03 8.475814182639755945e-01 -2.796218953686818807e-03 2.053453272340804325e+00 8.611289662089941194e-05 -8.475814182639755945e-01 8.611289662089941194e-05 7.003225077560616407e-01
1.181240404190338489e-01 1.281768638977027663e+01 7.096615656939532002e+00 -3.258075971372016710e-03 8.291953844261390483e-01 -3.258075971372016710e-03 2.012936584909039706e+00 7.350512915942650303e-05 -8.291953844261390483e-01 7.350512915942650303e-05 6.372259707756263714e-01
1.182248989219177593e-01 1.247641148967162117e+01 7.382100605029609852e+00 -3.686159216597474815e-03 8.063434014419151863e-01 -3.686159216597474815e-03 1.962669354089153773e+00 5.405972435685312309e-05 -8.063434014419151863e-01 5.405972435685312309e-05 5.722592677120893478e-01
1.183220550783047748e-01 1.209963199582006688e+01 7.642900699228025729e+00 -4.042827546705162617e-03 7.784263383681675474e-01 -4.042827546705162617e-03 1.902465582629046859e+00 3.377220623454531170e-05 -7.784263383681675474e-01 3.377220623454531170e-05 5.067507354602609482e-01
1.184156389534428838e-01 1.168571374463382995e+01 7.864206318141730989e+00 -4.282669156326013998e-03 7.450237133877375406e-01 -4.282669156326013998e-03 1.832552253909295326e+00 1.669099528044500207e-05 -7.450237133877375406e-01 1.669099528044500207e-05 4.419156758389316542e-01
1.185057764749001957e-01 1.122517270583287541e+01 8.020334275886373376e+00 -4.349420087292005764e-03 7.046936493098607812e-01 -4.349420087292005764e-03 1.751718673964770545e+00 5.652602985774358388e-06 -7.046936493098607812e-01 5.652602985774358388e-06 3.789935244103582734e-01
1.185925895317852530e-01 1.072368909806999859e+01 8.099093989187199583e+00 -4.275695799221042141e-03 6.580932605339328001e-01 -4.275695799221042141e-03 1.662177741571678080e+00 6.595697196017492084e-07 -6.580932605339328001e-01 6.595697196017492084e-07 3.191360745578875058e-01
1.186761960741768290e-01 1.016898584811833572e+01 8.061373148187511717e+00 -4.090787555665030724e-03 6.036712901947128840e-01 -4.090787555665030724e-03 1.562813230073509363e+00 2.487321306920091538e-06 -6.036712901947128840e-01 2.487321306920091538e-06 2.637170714242888514e-01
1.187567102125001439e-01 9.572269485392567390e+00 7.904636113043861378e+00 -3.850792102238468143e-03 5.432576421655515020e-01 -3.850792102238468143e-03 1.456809323663968980e+00 7.948266714766618127e-06 -5.432576421655515020e-01 7.948266714766618127e-06 2.132013998323034343e-01
1.188342423166110357e-01 8.926861328798548101e+00 7.591875481125912373e+00 -3.565649486699530232e-03 4.768410124967405461e-01 -3.565649486699530232e-03 1.344242032117513030e+00 1.353219950206788959e-05 -4.768410124967405461e-01 1.353219950206788959e-05 1.687020782716768252e-01
1.189088991143722601e-01 8.244759348055108461e+00 7.130358297903928388e+00 -3.244780101372371495e-03 4.070377754512987112e-01 -3.244780101372371495e-03 1.227656188310248142e+00 1.646926564834865647e-05 -4.070377754512987112e-01 1.646926564834865647e-05 1.301506609650922297e-01
1.189807837895280884e-01 7.533912971242229695e+00 6.524152112682672922e+00 -2.891810785719715719e-03 3.363604847358948047e-01 -2.891810785719715719e-03 1.108470759285102636e+00 1.610415625855036669e-05 -3.363604847358948047e-01 1.610415625855036669e-05 9.762648036266263762e-02
1.190499960787028827e-01 6.802066386769910267e+00 5.782798592350981259e+00 -2.513630284125694531e-03 2.678801514626044100e-01 -2.513630284125694531e-03 9.875606670055759873e-01 1.321126525110736512e-05 -2.678801514626044100e-01 1.321126525110736512e-05 7.133461183543038375e-02
1.191166323673683025e-01 6.068439386025148430e+00 4.963902239829999452e+00 -2.128871717774603271e-03 2.046297632845530678e-01 -2.128871717774603271e-03 8.669538524910782584e-01 9.514788565633749910e-06 -2.046297632845530678e-01 9.514788565633749910e-06 5.022179762543056702e-02
1.191807857846410440e-01 5.345112451594061120e+00 4.109778090958156938e+00 -1.750870010548159859e-03 1.493586402054189188e-01 -1.750870010548159859e-03 7.476755092326422547e-01 6.031701285309358133e-06 -1.493586402054189188e-01 6.031701285309358133e-06 3.403995859583638234e-02
1.192425462967894312e-01 4.646682841793227325e+00 3.277106943031291131e+00 -1.394719877166354519e-03 1.042590163937738568e-01 -1.394719877166354519e-03 6.313817457301571512e-01 3.354881352838221227e-06 -1.042590163937738568e-01 3.354881352838221227e-06 2.229412604759789876e-02
1.193020007993413206e-01 3.985305430722061004e+00 2.514514960250879394e+00 -1.071568510083298039e-03 6.896189293024269917e-02 -1.071568510083298039e-03 5.202191472933845873e-01 1.508454208953529714e-06 -6.896189293024269917e-02 1.508454208953529714e-06 1.386348765908260346e-02
1.193592332077008517e-01 3.369384949982451527e+00 1.852629281383197934e+00 -7.902709203726158288e-04 4.293654486738902182e-02 -7.902709203726158288e-04 4.162720373170206156e-01 3.922601251267304458e-07 -4.293654486738902182e-02 3.922601251267304458e-07 8.100856539326984143e-03
1.194143245461930930e-01 2.806894034156939277e+00 1.313267870141180627e+00 -5.591434853628145111e-04 2.527458589403145175e-02 -5.591434853628145111e-04 3.221850076964188347e-01 -1.388157883188858179e-07 -2.527458589403145175e-02 -1.388157883188858179e-07 4.459113905663272467e-03
1.194673530354682933e-01 2.302866923868998938e+00 8.997506225432581051e-01 -3.808270261518422795e-04 1.422539887959483468e-02 -3.808270261518422795e-04 2.404857514034463017e-01 -2.883790944036400923e-07 -1.422539887959483468e-02 -2.883790944036400923e-07 2.334649351235829322e-03
1.195183941782079901e-01 1.855460038148084134e+00 5.915818324258622640e-01 -2.479459598996893691e-04 7.506953069291758332e-03 -2.479459598996893691e-04 1.718808427451704035e-01 -2.622042491099124906e-07 -7.506953069291758332e-03 -2.622042491099124906e-07 1.127634193792215102e-03
1.195675208430849595e-01 1.464102687528931579e+00 3.717953472000988246e-01 -1.537724284492878932e-04 3.690528104256012021e-03 -1.537724284492878932e-04 1.168223178831140213e-01 -1.768637083618191902e-07 -3.690528104256012021e-03 -1.768637083618191902e-07 4.957928259995737514e-04
1.196148033469385669e-01 1.127219768246451981e+00 2.219888359803394717e-01 -9.036258833676225630e-05 1.675716230497400951e-03 -9.036258833676225630e-05 7.487843871065916201e-02 -9.684430634058862789e-08 -1.675716230497400951e-03 -9.684430634058862789e-08 1.952676285302744298e-04
1.196603095351352619e-01 8.426138384520460711e-01 1.248294360009181425e-01 -4.993107754621374034e-05 6.947485259918256394e-04 -4.993107754621374034e-05 4.480084786659739582e-02 -4.417526564454842281e-08 -6.947485259918256394e-04 -4.417526564454842281e-08 6.758521763855211586e-05
1.197041048600912538e-01 6.077442889192927744e-01 6.536182503106893749e-02 -2.568189831889469777e-05 2.592427499819659306e-04 -2.568189831889469777e-05 2.471770166748928077e-02 -1.689534659268808872e-08 -2.592427499819659306e-04 -1.689534659268808872e-08 2.011890559367953985e-05
1.197462524579419596e-01 4.199034711858972146e-01 3.145695609365480039e-02 -1.215331025382095618e-05 8.570364382186724075e-05 -1.215331025382095618e-05 1.240970240444725682e-02 -5.426030128107578767e-09 -8.570364382186724075e-05 -5.426030128107578767e-09 5.044601283805949781e-06
1.197868132233487481e-01 2.763200937991422967e-01 1.378249123785756786e-02 -5.247276183485251872e-06 2.484677377507531659e-05 -5.247276183485251872e-06 5.616647743659875652e-03 -1.475527761420703299e-09 -2.484677377507531659e-05 -1.475527761420703299e-09 1.053392803885128454e-06
1.198258458824391082e-01 1.719995851977397794e-01 5.442501202443179170e-03 -2.047873450595879580e-06 6.256333594649466986e-06 -2.047873450595879580e-06 2.271034550830037732e-03 -3.430388311811412217e-10 -6.256333594649466986e-06 -3.430388311811412217e-10 1.817335785830444710e-07
1.198634070638820437e-01 9.965245964992425209e-02 1.889622176001491682e-03 -7.047932160413344330e-07 1.327496471784807371e-06 -7.047932160413344330e-07 8.016396807946754490e-04 -6.716553687312875791e-11 -1.327496471784807371e-06 -6.716553687312875791e-11 2.500186919269094523e-08
1.198995513681046649e-01 5.227202197361312253e-02 5.511477692607369113e-04 -2.042766700050885677e-07 2.215734050844331789e-07 -2.042766700050885677e-07 2.364677925463783224e-04 -1.041835641204293141e-11 -2.215734050844331789e-07 -1.041835641204293141e-11 2.477527645862212517e-09
1.199343314346602435e-01 2.364912946569727031e-02 1.239061496917682201e-04 -4.572397188586693333e-08 2.513639201890771771e-08 -4.572397188586693333e-08 5.356511235654396982e-05 -1.111562127076789375e-12 -2.513639201890771771e-08 -1.111562127076789375e-12 1.418640616912279215e-10
1.199677980077619860e-01 8.362868077748256482e-03 1.761994934825564252e-05 -6.483773033609076994e-09 1.379991698200202465e-09 -6.483773033609076994e-09 7.653607727724663423e-06 -5.844031222144081225e-14 -1.379991698200202465e-09 -5.844031222144081225e-14 2.914022597482739170e-12
1.199999999999999956e-01 1.774805217881393875e-03 8.605543116566327860e-07 -3.162104156277219568e-10 1.387918594407002785e-11 -3.162104156277219568e-10 3.746967329811801929e-07 -5.750547022052637055e-16 -1.387918594407002785e-11 -5.750547022052637055e-16 5.924798420791516844e-15
